[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Date: Wed, 25 Jul 2012 14:10:56 GMT
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Accept: */*
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Host: localhost:8889
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> User-Agent: Restlet-Framework/2.1rc5
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Authorization: Basic YWRtaW5AYWRtaW4uY29tOmFkbWlu
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Connection: Keep-Alive
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "HTTP/1.1 200 OK[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "Content-Type: application/xml; charset=UTF-8[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "Date: Wed, 25 Jul 2012 14:10:56 GMT[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "Accept-Ranges: bytes[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "Server: Restlet-Framework/2.1rc5[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "Transfer-Encoding: chunked[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Receiving response: HTTP/1.1 200 OK
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << HTTP/1.1 200 OK
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << Content-Type: application/xml; charset=UTF-8
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << Date: Wed, 25 Jul 2012 14:10:56 GMT
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << Accept-Ranges: bytes
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << Server: Restlet-Framework/2.1rc5
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << Transfer-Encoding: chunked
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Connection can be kept alive indefinitely
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "1CB[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "<"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "?xml version="1.0" encoding="UTF-8" standalone="no"?><Study><centerName>Ontario Institute for Cancer Research</centerName><centerProjectName/><createTimestamp>2011-11-03T11:08:27-04:00</createTimestamp><description/><isHasFile>false</isHasFile><isSelected>false</isSelected><projectId>0</projectId><studyId>95</studyId><swAccession>10950</swAccession><title>Breast Cancer Recurrence</title><updateTimestamp>2011-11-03T11:08:27-04:00</updateTimestamp></Study>"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "0[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | << "[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Released connection is reusable.
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Releasing connection [{}->http://localhost:8889][null]
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Pooling connection [{}->http://localhost:8889][null]; keep alive indefinitely
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Notifying no-one, there are no waiting threads
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | findObject: GET http://localhost:8889/seqware-webservice/studies/10950/files HTTP/1.1 => HTTP/1.1 - OK (200) - The request has succeeded
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Get connection: {}->http://localhost:8889, timeout = 0
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | [{}->http://localhost:8889] total kept alive: 1, total issued: 0, total allocated: 1 out of 20
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Getting free connection [{}->http://localhost:8889][null]
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Stale connection check
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | CookieSpec selected: ignore
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Auth cache not set in the context
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Proxy auth state: UNCHALLENGED
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Attempt 1 to execute request
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | Sending request: GET /seqware-webservice/studies/10950/files HTTP/1.1
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> "GET /seqware-webservice/studies/10950/files HTTP/1.1[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> "Date: Wed, 25 Jul 2012 14:10:56 GMT[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> "Accept: */*[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> "Host: localhost:8889[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> "User-Agent: Restlet-Framework/2.1rc5[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> "Authorization: Basic YWRtaW5AYWRtaW4uY29tOmFkbWlu[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> "Connection: Keep-Alive[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> "[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> GET /seqware-webservice/studies/10950/files HTTP/1.1
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Date: Wed, 25 Jul 2012 14:10:56 GMT
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Accept: */*
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Host: localhost:8889
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> User-Agent: Restlet-Framework/2.1rc5
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Authorization: Basic YWRtaW5AYWRtaW4uY29tOmFkbWlu
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:56] | >> Connection: Keep-Alive
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "HTTP/1.1 200 OK[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "Content-Type: application/xml; charset=UTF-8[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "Date: Wed, 25 Jul 2012 14:10:57 GMT[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "Accept-Ranges: bytes[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "Server: Restlet-Framework/2.1rc5[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "Transfer-Encoding: chunked[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | Receiving response: HTTP/1.1 200 OK
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << HTTP/1.1 200 OK
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << Content-Type: application/xml; charset=UTF-8
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << Date: Wed, 25 Jul 2012 14:10:57 GMT
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << Accept-Ranges: bytes
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << Server: Restlet-Framework/2.1rc5
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << Transfer-Encoding: chunked
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | Connection can be kept alive indefinitely
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "8000[\r][\n]"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "<"
[SeqWare Pipeline] DEBUG [2012/07/25 10:10:57] | << "?xml version="1.0" encoding="UTF-8" standalone="no"?><ReturnValueList><list><algorithm>PicardAddReadGroups</algorithm><attributes><entry><key>Processing SWID</key><value>182299</value></entry><entry><key>File SWID</key><value>182333</value></entry><entry><key>Sample Name</key><value>BCPR_0001_Br_P_PE_384_EX</value></entry><entry><key>Lane Name</key><value>120309_SN1068_0085_AC0KYNACXX_lane_1</value></entry><entry><key>Lane Number</key><value>1</value></entry><entry><key>Workflow Run SWID</key><value>181766</value></entry><entry><key>Parent Sample Name</key><value/></entry><entry><key>Workflow Run Name</key></entry><entry><key>Last Modified</key><value>2012-03-24 12:51:40.14501</value></entry><entry><key>Experiment Name</key><value>Geo_Breast Cancer Recurrence_ILLUMINA_EX_{F*101}{..}{R*101}</value></entry><entry><key>IUS SWID</key><value>171362</value></entry><entry><key>Processing Algorithm</key><value>PicardAddReadGroups</value></entry><entry><key>sample.geo_reaction_id</key><value>6217</value></entry><entry><key>Study Title</key><value>Breast Cancer Recurrence</value></entry><entry><key>sample.geo_template_id</key><value>17922</value></entry><entry><key>Workflow SWID</key><value>23341</value></entry><entry><key>Workflow Name</key><value>GenomicAlignmentNovoalign</value></entry><entry><key>sample.geo_library_source_template_type</key><value>EX</value></entry><entry><key>Sample SWID</key><value>171300</value></entry><entry><key>sample.geo_targeted_resequencing</key><value>Agilent SureSelect ICGC/Sanger Exon</value></entry><entry><key>Sequencer Run Name</key><value>120309_SN1068_0085_AC0KYNACXX</value></entry><entry><key>Study SWID</key><value>10950</value></entry><entry><key>IUS Tag</key><value>GCCAAT</value></entry><entry><key>Parent Sample SWID</key><value/></entry><entry><key>Lane SWID</key><value>171361</value></entry><entry><key>sample.geo_tissue_type</key><value>n</value></entry><entry><key>Workflow Run Status</key><value>completed</value></entry><entry><key>Sequencer Run SWID</key><value>171346</value></entry><entry><key>Workflow Version</key><value>0.10.1</value></entry><entry><key>sample.geo_tissue_origin</key><value>Br</value></entry><entry><key>lane.geo_lane</key><value>1</value></entry><entry><key>Experiment SWID</key><value>171293</value></entry></attributes><exitStatus>0</exitStatus><files><description>182333</description><filePath>/oicr/data/archive/seqware/seqware_analysis_3/sqwprod/results/seqware-0.10.0_GenomicAlignmentNovoalign-0.10.1/27358784/SWID_171362_BCPR_0001_Br_P_PE_384_EX_120309_SN1068_0085_AC0KYNACXX_NoIndex_L001_R1_001.fastq.gz.annotated.bam</filePath><metaType>application/bam</metaType><type/></files><processExitStatus>0</processExitStatus><returnValue>0</returnValue><runStopTstmp>2012-03-24T12:51:40.145-04:00</runStopTstmp></list><list><algorithm>BCLToFastq</algorithm><attributes><entry><key>Processing SWID</key><value>179371</value></entry><entry><key>File SWID</key><value>179373</value></entry><entry><key>Sample Name</key><value>BCPR_0001_Br_P_PE_384_EX</value></entry><entry><key>Lane Name</key><value>120309_SN1068_0085_AC0KYNACXX_lane_1</value></entry><entry><key>Lane Number</key><value>1</value></entry><entry><key>Workflow Run SWID</key><value>179305</value></entry><entry><key>Parent Sample Name</key><value/></entry><entry><key>Workflow Run Name</key></entry><entry><key>Last Modified</key><value>2012-03-21 05:39:14.587354</value></entry><entry><key>Experiment Name</key><value>Geo_Breast Cancer Recurrence_ILLUMINA_EX_{F*101}{..}{R*101}</value></entry><entry><key>IUS SWID</key><value>171362</value></entry><entry><key>Processing Algorithm</key><value>BCLToFastq</value></entry><entry><key>sample.geo_reaction_id</key><value>6217</value></entry><entry><key>Study Title</key><value>Breast Cancer Recurrence</value></entry><entry><key>sample.geo_template_id</key><value>17922</value></entry><entry><key>Workflow SWID</key><value>37743</value></entry><entry><key>Workflow Name</key><value>CASAVA-RTA</value></entry><entry><key>sample.geo_library_source_template_type</key><value>EX</value></entry><entry><key>Sample SWID</key><value>171300</value></entry><entry><key>sample.geo_targeted_resequencing</key><value>Agilent SureSelect ICGC/Sanger Exon</value></entry><entry><key>Sequencer Run Name</key><value>120309_SN1068_0085_AC0KYNACXX</value></entry><entry><key>Study SWID</key><value>10950</value></entry><entry><key>IUS Tag</key><value>GCCAAT</value></entry><entry><key>Parent Sample SWID</key><value/></entry><entry><key>Lane SWID</key><value>171361</value></entry><entry><key>sample.geo_tissue_type</key><value>n</value></entry><entry><key>Workflow Run Status</key><value>completed</value></entry><entry><key>Sequencer Run SWID</key><value>171346</value></entry><entry><key>Workflow Version</key><value>1.8.2-1</value></entry><entry><key>sample.geo_tissue_origin</key><value>Br</value></entry><entry><key>lane.geo_lane</key><value>1</value></entry><entry><key>Experiment SWID</key><value>171293</value></entry></attributes><exitStatus>0</exitStatus><files><description>179373</description><filePath>/oicr/data/archive/seqware/seqware_analysis_2/sqwprod/results/seqware-0.10.0_IlluminaBaseCalling-1.8.2-1/71168660/Unaligned_120309_SN1068_0085_AC0KYNACXX_1/Project_na/Sample_SWID_171362_BCPR_0001_Br_P_PE_384_EX_120309_SN1068_0085_AC0KYNACXX/SWID_171362_BCPR_0001_Br_P_PE_384_EX_120309_SN1068_0085_AC0KYNACXX_NoIndex_L001_R1_001.fastq.gz</filePath><metaType>chemical/seq-na-fastq-gzip</metaType><type/></files><processExitStatus>0</processExitStatus><returnValue>0</returnValue><runStopTstmp>2012-03-21T05:39:14.587-04:00</runStopTstmp></list><list><algorithm>BCLToFastq</algorithm><attributes><entry><key>Processing SWID</key><value>179371</value></entry><entry><key>File SWID</key><value>181746</value></entry><entry><key>Sample Name</key><value>BCPR_0001_Br_P_PE_384_EX</value></entry><entry><key>Lane Name</key><value>120309_SN1068_0085_AC0KYNACXX_lane_1</value></entry><entry><key>Lane Number</key><value>1</value></entry><entry><key>Workflow Run SWID</key><value>179305</value></entry><entry><key>Parent Sample Name</key><value/></entry><entry><key>Workflow Run Name</key></entry><entry><key>Last Modified</key><value>2012-03-21 05:39:14.587354</value></entry><entry><key>Experiment Name</key><value>Geo_Breast Cancer Recurrence_ILLUMINA_EX_{F*101}{..}{R*101}</value></entry><entry><key>IUS SWID</key><value>171362</value></entry><entry><key>Processing Algorithm</key><value>BCLToFastq</value></entry><entry><key>sample.geo_reaction_id</key><value>6217</value></entry><entry><key>Study Title</key><value>Breast Cancer Recurrence</value></entry><entry><key>sample.geo_template_id</key><value>17922</value></entry><entry><key>Workflow SWID</key><value>37743</value></entry><entry><key>Workflow Name</key><value>CASAVA-RTA</value></entry><entry><key>sample.geo_library_source_template_type</key><value>EX</value></entry><entry><key>Sample SWID</key><value>171300</value></entry><entry><key>sample.geo_targeted_resequencing</key><value>Agilent SureSelect ICGC/Sanger Exon</value></entry><entry><key>Sequencer Run Name</key><value>120309_SN1068_0085_AC0KYNACXX</value></entry><entry><key>Study SWID</key><value>10950</value></entry><entry><key>IUS Tag</key><value>GCCAAT</value></entry><entry><key>Parent Sample SWID</key><value/></entry><entry><key>Lane SWID</key><value>171361</value></entry><entry><key>sample.geo_tissue_type</key><value>n</value></entry><entry><key>Workflow Run Status</key><value>completed</value></entry><entry><key>Sequencer Run SWID</key><value>171346</value></entry><entry><key>Workflow Version</key><value>1.8.2-1</value></entry><entry><key>sample.geo_tissue_origin</key><value>Br</value></entry><entry><key>lane.geo_lane</key><value>1</value></entry><entry><key>Experiment SWID</key><value>171293</value></entry></attributes><exitStatus>0</exitStatus><files><description>181746</description><filePath>/oicr/data/archive/seqware/seqware_analysis_2/sqwprod/results/seqware-0."
